Date,Temperature,Humidity,Wind_Speed,Rainfall
2019-01-31,15.019469146025358,89.53269355747305,9.644741134788031,183.49594814648427
2019-02-28,16.62628982463199,86.93313223519999,14.518848463043831,242.51920443493833
2019-03-31,33.88403525794131,55.50935246947468,3.911183280154644,170.31009834599743
2019-04-30,18.523105624369066,78.13181884524238,2.0437090115167917,296.06608098015516
2019-05-31,36.25096444474498,56.9670404482922,2.3357416308657584,111.24547565947991
2019-06-30,15.63547816860238,36.473485619598264,1.4400085996142795,190.92312337913413
2019-07-31,30.60885120334483,47.73802115026284,2.4769196376237885,136.96037114487308
2019-08-31,27.768682564439143,55.04466018892674,4.109509346590223,35.95961020010484
2019-09-30,21.669525356882126,88.59689734995916,6.754518186455238,9.915219870164515
2019-10-31,30.838242769022365,62.14648104448551,2.2640567807617162,250.5907486767714
2019-11-30,24.93930052718806,61.0650810316488,12.727941482702592,202.70703511178422
2019-12-31,33.14889197175599,83.82661559715463,13.419209939711642,233.96266375728715
2020-01-31,22.634096508609836,59.136825215173594,7.277938001807462,298.3372387832462
2020-02-29,37.30116387942783,67.86831755983577,12.127358249583079,150.79112793155764
2020-03-31,37.087350556656475,74.86312643384483,14.343005858335346,99.2250914011541
2020-04-30,30.375180667479242,89.4032310062558,2.9611762133113366,155.49889570912103
2020-05-31,24.919595680347207,33.046111862363816,13.412640085309238,8.285031562111412
2020-06-30,28.05608150137011,76.19961318591665,4.021494384955805,186.86714274570008
2020-07-31,21.271513183666528,41.0600204598822,2.1322215326407674,128.49434248203232
2020-08-31,15.359837215743896,36.964358430414975,1.6440369883045385,12.218640695691041
2020-09-30,37.16700968245119,45.65361740050284,1.2142635640653865,280.0308924238449
2020-10-31,24.652565945019354,87.67143382943485,13.674908987384892,58.737340436788934
2020-11-30,32.32225896729848,50.900196267191845,14.113074125979901,11.755898002693876
2020-12-31,33.771776694787434,75.27257244508094,2.4437341637030565,270.76587200387
2021-01-31,27.06302374106606,59.5815394663083,2.1659817567336352,27.511244177544324
2021-02-28,17.926675410690148,38.57950092317015,11.661148844044611,185.46541899487832
2021-03-31,36.5784630497251,82.82159811830502,4.313592711549102,272.3081119045639
2021-04-30,17.9704479067018,37.05157480662629,10.08894422962489,223.813463779627
