Industry_ID,Date,BOD,COD,TSS,pH
1,2019-01-31,11.667041273782939,17.541783348000205,69.89938631477774,7.011110913305991
1,2019-02-28,30.50253915967817,50.39955545091121,54.98957287864416,6.786103543198327
1,2019-03-31,11.391847168232017,17.266128873341962,32.32540855047879,6.911857169037121
1,2019-04-30,17.198295773310175,32.43809063584306,54.63626770013609,7.600446385974764
1,2019-05-31,9.39717270950435,17.238367447517103,39.90367611506293,7.47500269775359
1,2019-06-30,8.005490585110676,13.266522801105896,45.604134474254806,7.863258234287682
1,2019-07-31,14.031873192906659,22.580374046974836,63.14280183735271,7.481320644999851
1,2019-08-31,22.88394507257168,38.18890112789126,49.32587657539554,6.895153781581501
1,2019-09-30,40.027946119573905,66.94816584107396,95.71822779343893,7.71675774364496
1,2019-10-31,36.27159615287726,60.22499671459015,64.82009374878523,7.532896854274652
1,2019-11-30,23.069962463555562,43.08564783207615,38.98888827998907,7.1028250670033355
1,2019-12-31,26.372329581336757,48.024429459019665,77.18382995088116,6.278258324151881
1,2020-01-31,18.642316294528793,29.603301544096173,31.310497374628664,6.997571527674485
1,2020-02-29,17.13045206415823,30.636990266846603,38.41170319159966,6.808338346867048
1,2020-03-31,36.41024500233833,64.6785214391023,61.938827036414786,7.168199381893126
1,2020-04-30,10.95343228025264,21.235271684319006,30.650969200459617,7.025314905457583
1,2020-05-31,36.50905382089367,65.33048554389623,80.55764633156534,7.944773828063291
1,2020-06-30,8.423909659721186,12.99534415697864,49.611450060604895,6.662097632889302
1,2020-07-31,6.842323911589186,12.618955534450603,28.876129087645577,6.225585660087954
1,2020-08-31,10.946695673676476,21.10227684751174,32.040496756096886,6.828435467947951
1,2020-09-30,28.252626560931912,49.45678620759311,77.77433945350178,7.966771314714996
1,2020-10-31,20.060886310381385,30.787054051170504,71.18883732924354,7.206937418625404
1,2020-11-30,18.376117592009507,31.404289100973866,32.558350103307,7.025371979427633
1,2020-12-31,30.43233740952451,53.33651145193473,56.76032067310889,7.247299945940857
1,2021-01-31,51.71923315705841,93.15774109060467,86.98430995808063,6.279673630596592
1,2021-02-28,10.832089135713861,16.795818624272787,95.96459071612676,7.13465882712627
1,2021-03-31,7.729286758105849,13.881369032780436,31.30801045862481,7.663251943718387
1,2021-04-30,26.581667561140424,47.625958631393495,61.12502409730865,6.522804935713502
1,2021-05-31,47.43515003324008,87.64619052953402,97.16294113559064,6.6490932787362
1,2021-06-30,14.192770496734825,25.43100436736025,99.68735312720281,6.516444472699517
1,2021-07-31,10.234106968522525,19.837084163858023,30.830097772373865,6.384134616245087
1,2021-08-31,22.987149534464354,45.93564430438326,55.844133743902674,7.094792460080295
1,2021-09-30,31.750638804248393,47.97814807195736,66.65737792019706,5.5
1,2021-10-31,48.550361395994116,87.14590053933183,87.35286175468758,6.865868469025243
1,2021-11-30,18.665764051235726,29.9504390779135,54.41830338247993,6.090349775235035
1,2021-12-31,16.39983666685792,25.985008721131297,65.29475625355526,7.457302757797042
1,2022-01-31,16.963011410842864,26.77592422784553,45.8942754273969,7.089064212880532
1,2022-02-28,21.815548365425567,37.60359561200165,65.24429844904994,7.017817729925228
1,2022-03-31,38.316002024697575,66.66183742795864,64.94629498412675,7.781406783104055
1,2022-04-30,28.82250297831355,45.54937414713685,66.83066994628281,7.277820119816767
1,2022-05-31,21.831257843166416,41.70710600171576,38.99252680384793,7.1429900830941415
1,2022-06-30,14.85395316142051,22.665821936440505,60.74646130948089,7.891556417687529
1,2022-07-31,22.048806332389205,37.57687986067494,50.24532086454405,6.745797022553123
1,2022-08-31,17.57676205837054,30.224427987287328,94.48370676922833,6.379079741647233
1,2022-09-30,18.572332550326987,34.30047587584647,53.27083220686807,7.852912429668843
1,2022-10-31,14.325670175638983,22.40168552730917,67.98631369430416,6.983834874537443
1,2022-11-30,13.089454745410173,23.658863938222634,54.79654679202755,6.865582911602412
1,2022-12-31,16.285357122575206,31.964642570911664,79.45716895468006,6.780067856192291
1,2023-01-31,31.62188151697381,61.08585644057094,58.8129528553099,6.96726132312127
1,2023-02-28,8.770157222398248,13.935937543942075,61.062773356680516,7.4037086805414
1,2023-03-31,9.859751624349501,18.91378807489061,97.08027381020915,6.174632140275719
1,2023-04-30,27.611416337978504,41.767601124688646,78.55443998423712,7.350471130723038
1,2023-05-31,17.952407496236006,35.803642242814604,36.71144480246428,7.624902659705608
1,2023-06-30,42.57351313827138,82.86235511725647,97.1986988916156,7.21016229359226
1,2023-07-31,26.311293486088765,46.91009757688688,86.30826713038307,6.990055135254605
1,2023-08-31,9.686817377592662,18.95854885024023,38.65803541161875,7.166821765725299
1,2023-09-30,9.279589270214982,16.57935208553654,33.83133121676059,6.838367355351972
1,2023-10-31,42.05636394623412,74.99500576593225,82.8183532798203,7.57153295144496
1,2023-11-30,29.898421353689155,51.93710546911534,60.70378016493247,6.365989244178466
1,2023-12-31,31.451111319827728,49.328215975570934,55.95951629550642,6.335427086419242
2,2019-01-31,17.763425652980573,31.581652922869175,65.64257105337686,6.023756563494659
2,2019-02-28,13.245285671763508,20.377562077113108,34.039193408984836,6.86025046709998
2,2019-03-31,34.15937356509812,54.40687954986564,77.22165819086048,7.320451924704618
2,2019-04-30,17.5826436823821,29.4915630434108,30.252227931060325,6.914043314464121
2,2019-05-31,27.50980202815164,49.528626202450425,46.54292437405613,6.951450216298339
2,2019-06-30,29.754663544615838,57.780371143207404,55.11851773191156,7.027159443227118
2,2019-07-31,20.89121640844861,36.11498108605348,94.58142123964099,6.25308517939288
2,2019-08-31,26.455396662657407,40.69013103702858,60.75076212477763,6.641971939633002
2,2019-09-30,16.67176880513382,27.791912610352018,88.84051855365765,7.158902584600942
2,2019-10-31,6.288853572354194,9.453360264610794,39.19161548387544,6.685241725975458
2,2019-11-30,21.872663670788572,41.435650413997166,46.52785998811845,7.259319823806783
2,2019-12-31,34.88564844930028,65.5547243165618,96.04734161922534,6.687646638418948
2,2020-01-31,5.765995662265616,11.070559347415312,26.844018734410117,6.638281592946587
2,2020-02-29,8.16765060054907,15.781363990019733,34.85013448070335,7.365572764628804
2,2020-03-31,12.805985481978167,23.097557002749,60.49074300186679,7.182753367413346
2,2020-04-30,12.778699191810423,24.663671478625503,41.915510683280154,6.210138464644102
2,2020-05-31,39.98926761527797,77.629835294859,83.48882416700124,6.307314067165134
2,2020-06-30,56.96161310668288,105.78019143635706,98.30997897360892,6.446340243326844
2,2020-07-31,12.990068948796758,23.484369083045767,85.12960623023439,6.823286628132002
2,2020-08-31,41.95929527156517,64.45364008759499,80.82092991962166,5.98666893512833
2,2020-09-30,6.4538910453697085,10.957142474552782,27.298937665435457,7.754862899224214
2,2020-10-31,35.5139739667608,68.44226593189907,84.47170709542236,7.820251696443969
2,2020-11-30,21.213542236487047,36.0275928142204,61.920839233602614,6.616523380558784
